date_acquired,date_sold,asset,quantity,proceeds,cost_basis,gain_loss,description,transaction_type,exchange
2021-03-19,2022-09-28,ADA,4573.7116,47500.73,42826.03,4674.7,Sold 4573.7116 ADA,Sell,Gemini
2020-06-08,2022-03-01,DOT,4058.878,51504.25,46017.67,5486.58,Sold 4058.878 DOT,Sell,Crypto.com
2022-03-28,2023-04-07,DOGE,4055.452,8558.41,9811.52,-1253.11,Sold 4055.452 DOGE,Sell,Gemini
2021-10-02,2022-02-11,BTC,682.8357,51603.07,44967.47,6635.6,Sold 682.8357 BTC,Sell,MetaMask
2023-12-09,2025-06-01,DOT,1527.5366,50701.59,47223.98,3477.61,Sold 1527.5366 DOT,Sell,Kraken
2023-01-16,2024-07-22,DOGE,2545.0062,9583.82,3193.71,6390.11,Sold 2545.0062 DOGE,Sell,Kraken
2020-01-30,2020-02-03,SOL,4517.6451,12729.6,16776.53,-4046.93,Sold 4517.6451 SOL,Sell,Gemini
2022-05-21,2023-06-14,DOGE,3102.4551,26200.54,26802.9,-602.36,Sold 3102.4551 DOGE,Sell,Gemini
2024-08-16,2024-10-21,ADA,4255.239,29345.22,22436.75,6908.47,Sold 4255.239 ADA,Sell,Coinbase
2020-08-27,2021-02-10,ETH,641.9183,52414.67,46680.8,5733.87,Sold 641.9183 ETH,Sell,MetaMask
2022-06-17,2022-10-29,DOGE,3572.1024,10084.71,4833.44,5251.27,Sold 3572.1024 DOGE,Sell,Gemini
2020-10-11,2022-01-09,BTC,1541.8531,20217.22,13410.22,6807.0,Sold 1541.8531 BTC,Sell,Crypto.com
2023-02-09,2024-12-18,SOL,1020.6111,26637.67,30278.89,-3641.22,Sold 1020.6111 SOL,Sell,Kraken
2024-04-21,2026-02-20,DOT,3635.2466,8247.78,2023.42,6224.36,Sold 3635.2466 DOT,Sell,MetaMask
2020-08-19,2021-11-10,MATIC,819.5906,-182.43,3879.59,-4062.02,Sold 819.5906 MATIC,Sell,Binance
2021-01-29,2021-10-15,DOT,1269.431,25880.62,21573.04,4307.58,Sold 1269.431 DOT,Sell,MetaMask
2024-01-21,2024-11-02,ADA,4454.4432,50875.85,47473.15,3402.7,Sold 4454.4432 ADA,Sell,Coinbase
2020-08-17,2021-11-11,SOL,1539.6905,1047.41,4695.67,-3648.26,Sold 1539.6905 SOL,Sell,Kraken
2023-10-12,2024-10-24,MATIC,4135.6646,2851.82,2286.92,564.9,Sold 4135.6646 MATIC,Sell,Coinbase
2024-08-19,2025-01-23,DOGE,1009.2751,39700.96,35539.08,4161.88,Sold 1009.2751 DOGE,Sell,Binance
2023-08-21,2025-08-13,SOL,1316.2176,42903.01,45601.94,-2698.93,Sold 1316.2176 SOL,Sell,Kraken
2020-03-26,2021-11-03,ADA,4057.0309,780.71,5688.38,-4907.67,Sold 4057.0309 ADA,Sell,Coinbase
2022-02-05,2023-12-01,SOL,1184.661,30060.47,22079.94,7980.53,Sold 1184.661 SOL,Sell,MetaMask
2021-10-17,2022-10-19,ETH,2933.1218,13247.93,15665.99,-2418.06,Sold 2933.1218 ETH,Sell,Binance
2023-03-23,2025-03-03,DOT,3112.407,43728.55,34393.59,9334.96,Sold 3112.407 DOT,Sell,Crypto.com
2022-06-20,2023-08-24,DOGE,1372.8608,27072.86,23523.51,3549.35,Sold 1372.8608 DOGE,Sell,Gemini
2023-03-04,2024-05-07,LTC,275.5039,30337.62,30980.83,-643.21,Sold 275.5039 LTC,Sell,MetaMask
2021-03-11,2022-12-14,BTC,4608.2189,38773.54,30538.36,8235.18,Sold 4608.2189 BTC,Sell,MetaMask
2022-11-29,2024-07-23,ETH,2998.0305,39331.4,38516.81,814.59,Sold 2998.0305 ETH,Sell,Kraken
2023-05-27,2024-03-12,SOL,1281.7591,16844.63,21021.64,-4177.01,Sold 1281.7591 SOL,Sell,Gemini
2022-08-12,2023-02-23,SOL,2873.6569,49169.36,48996.13,173.23,Sold 2873.6569 SOL,Sell,Crypto.com
2020-02-21,2021-09-27,SOL,3061.5205,19881.78,12271.3,7610.48,Sold 3061.5205 SOL,Sell,MetaMask
2023-07-18,2024-08-13,MATIC,33.6665,44677.03,36226.17,8450.86,Sold 33.6665 MATIC,Sell,Kraken
2024-10-26,2025-01-05,DOT,1531.3867,8794.85,9340.39,-545.54,Sold 1531.3867 DOT,Sell,Crypto.com
2023-09-13,2024-04-20,LTC,3991.1649,32203.45,30819.33,1384.12,Sold 3991.1649 LTC,Sell,Binance
2021-02-14,2021-07-21,SOL,4110.8125,42100.39,34795.46,7304.93,Sold 4110.8125 SOL,Sell,Coinbase
2024-07-26,2026-04-09,MATIC,4768.548,8357.35,2685.98,5671.37,Sold 4768.548 MATIC,Sell,Crypto.com
2020-08-13,2021-08-31,BTC,4759.8351,8865.6,981.26,7884.34,Sold 4759.8351 BTC,Sell,Binance
2021-11-24,2022-09-21,DOGE,3735.8147,30954.35,35589.38,-4635.03,Sold 3735.8147 DOGE,Sell,MetaMask
2024-05-18,2025-10-03,BTC,3288.2938,41765.38,45623.39,-3858.01,Sold 3288.2938 BTC,Sell,Gemini
2020-01-11,2021-02-04,DOGE,546.3513,42024.49,35347.1,6677.39,Sold 546.3513 DOGE,Sell,Coinbase
2022-07-21,2024-04-05,ADA,4286.2395,46777.01,42517.34,4259.67,Sold 4286.2395 ADA,Sell,Crypto.com
2023-03-02,2024-12-22,DOT,3468.649,34413.06,35663.98,-1250.92,Sold 3468.649 DOT,Sell,MetaMask
2021-01-23,2021-04-28,DOGE,1684.6586,32193.59,31439.09,754.5,Sold 1684.6586 DOGE,Sell,Binance
2021-12-13,2022-01-25,ETH,3679.8193,15787.8,7565.09,8222.71,Sold 3679.8193 ETH,Sell,Coinbase
2022-11-10,2024-09-01,SOL,4414.6302,17374.2,9547.13,7827.07,Sold 4414.6302 SOL,Sell,Gemini
2024-04-16,2024-11-29,ADA,2708.3716,27389.56,19113.86,8275.7,Sold 2708.3716 ADA,Sell,Kraken
2024-02-26,2024-10-05,MATIC,4214.2211,45447.84,41107.12,4340.72,Sold 4214.2211 MATIC,Sell,MetaMask
2021-09-04,2023-07-27,MATIC,3987.7433,49692.22,44147.35,5544.87,Sold 3987.7433 MATIC,Sell,Binance
2022-11-09,2024-08-26,MATIC,2974.202,16130.14,20217.7,-4087.56,Sold 2974.202 MATIC,Sell,Binance
2024-07-18,2024-08-28,LTC,2211.6379,56487.62,46532.92,9954.7,Sold 2211.6379 LTC,Sell,Kraken
2021-07-06,2022-06-27,DOT,3149.3716,25563.72,19121.54,6442.18,Sold 3149.3716 DOT,Sell,MetaMask
2022-08-03,2023-05-05,MATIC,3924.4985,7807.51,1600.83,6206.68,Sold 3924.4985 MATIC,Sell,MetaMask
2020-06-16,2021-01-22,ADA,693.5218,9708.77,13597.78,-3889.01,Sold 693.5218 ADA,Sell,Kraken
2023-07-20,2025-06-21,MATIC,3139.9319,39860.72,43391.97,-3531.25,Sold 3139.9319 MATIC,Sell,Coinbase
2023-02-10,2024-03-21,ETH,1970.9347,49017.57,43839.26,5178.31,Sold 1970.9347 ETH,Sell,Coinbase
2022-12-08,2023-12-08,ADA,2193.4077,23299.58,20158.12,3141.46,Sold 2193.4077 ADA,Sell,Gemini
2024-01-18,2024-03-17,DOGE,3395.2406,5381.42,476.05,4905.37,Sold 3395.2406 DOGE,Sell,Binance
2022-07-02,2023-05-17,SOL,4067.25,49957.41,47795.95,2161.46,Sold 4067.25 SOL,Sell,Coinbase
2021-09-20,2023-05-16,LTC,3130.4205,10803.46,12182.5,-1379.04,Sold 3130.4205 LTC,Sell,Binance
2022-07-25,2024-03-08,DOT,4866.0504,27714.5,20338.38,7376.12,Sold 4866.0504 DOT,Sell,Kraken
2024-05-31,2024-11-29,BTC,1068.9234,31105.39,32826.69,-1721.3,Sold 1068.9234 BTC,Sell,Kraken
2022-07-17,2023-09-20,SOL,760.1431,44460.67,46428.17,-1967.5,Sold 760.1431 SOL,Sell,Gemini
2023-04-26,2023-12-31,MATIC,4755.9962,36218.39,40029.36,-3810.97,Sold 4755.9962 MATIC,Sell,Coinbase
2024-04-12,2024-05-31,ETH,2121.2306,25310.44,19245.96,6064.48,Sold 2121.2306 ETH,Sell,Gemini
2023-03-22,2023-06-08,MATIC,2322.0685,39361.91,39608.54,-246.63,Sold 2322.0685 MATIC,Sell,Gemini
2021-12-18,2022-08-18,BTC,4897.1611,39349.3,35564.52,3784.78,Sold 4897.1611 BTC,Sell,Gemini
2022-07-17,2022-11-25,DOT,4450.1578,22489.02,25948.18,-3459.16,Sold 4450.1578 DOT,Sell,MetaMask
2024-10-06,2026-10-01,DOGE,578.5719,25333.28,25538.43,-205.15,Sold 578.5719 DOGE,Sell,Coinbase
2024-08-16,2025-12-24,MATIC,30.948,38732.94,29070.89,9662.05,Sold 30.948 MATIC,Sell,Gemini
2021-09-29,2023-01-22,ADA,820.173,41210.43,42505.09,-1294.66,Sold 820.173 ADA,Sell,Gemini
2020-08-09,2021-12-09,BTC,3462.1859,38758.82,36609.46,2149.36,Sold 3462.1859 BTC,Sell,Kraken
2021-11-15,2023-03-06,ADA,2291.8789,45061.06,44626.04,435.02,Sold 2291.8789 ADA,Sell,Crypto.com
2021-09-02,2022-10-09,DOGE,4726.6396,28997.01,33098.37,-4101.36,Sold 4726.6396 DOGE,Sell,MetaMask
2024-06-06,2024-08-09,ADA,2055.2298,11280.01,9627.28,1652.73,Sold 2055.2298 ADA,Sell,Gemini
2024-05-27,2024-10-16,ADA,962.6154,27842.13,24070.19,3771.94,Sold 962.6154 ADA,Sell,Gemini
2024-09-28,2025-05-15,DOT,3399.3347,12825.29,15338.71,-2513.42,Sold 3399.3347 DOT,Sell,Binance
2024-11-05,2026-02-28,ADA,4007.7536,17845.96,18730.54,-884.58,Sold 4007.7536 ADA,Sell,Gemini
2020-10-25,2021-04-22,ETH,2862.3236,15850.48,12019.64,3830.84,Sold 2862.3236 ETH,Sell,Kraken
2020-10-12,2020-10-15,BTC,3177.5966,26564.39,16732.14,9832.25,Sold 3177.5966 BTC,Sell,Gemini
2020-12-30,2021-07-19,ETH,1879.0253,51337.32,45815.58,5521.74,Sold 1879.0253 ETH,Sell,Coinbase
2022-12-21,2024-03-05,BTC,4310.7295,20605.91,24486.45,-3880.54,Sold 4310.7295 BTC,Sell,Binance
2022-04-03,2024-03-30,ETH,2907.7095,51537.63,46935.25,4602.38,Sold 2907.7095 ETH,Sell,Gemini
2021-03-19,2022-07-02,ADA,4058.6947,34370.26,30694.46,3675.8,Sold 4058.6947 ADA,Sell,Crypto.com
2020-06-14,2022-04-03,SOL,4886.7633,-2764.86,942.64,-3707.5,Sold 4886.7633 SOL,Sell,Gemini
2023-07-24,2023-08-25,SOL,460.6176,47088.91,45636.26,1452.65,Sold 460.6176 SOL,Sell,Binance
2024-10-06,2026-01-30,SOL,1441.4287,8277.11,1574.1,6703.01,Sold 1441.4287 SOL,Sell,Gemini
2022-07-24,2023-06-28,ADA,871.8316,27745.07,20804.19,6940.88,Sold 871.8316 ADA,Sell,Crypto.com
2024-11-04,2026-01-13,ADA,1058.8088,51708.62,44142.55,7566.07,Sold 1058.8088 ADA,Sell,Gemini
2023-11-23,2025-05-23,ADA,2321.4636,5144.01,818.49,4325.52,Sold 2321.4636 ADA,Sell,Coinbase
2021-04-24,2022-03-18,SOL,2419.0884,33911.85,31021.14,2890.71,Sold 2419.0884 SOL,Sell,Crypto.com
2022-11-28,2024-05-15,BTC,3603.1089,4281.99,2061.75,2220.24,Sold 3603.1089 BTC,Sell,Binance
2021-05-16,2022-01-03,LTC,2094.5907,26026.4,17345.02,8681.38,Sold 2094.5907 LTC,Sell,MetaMask
2024-01-07,2024-12-02,MATIC,2066.3106,16814.16,10471.22,6342.94,Sold 2066.3106 MATIC,Sell,MetaMask
2024-08-06,2026-07-20,DOGE,1883.3363,10520.46,6870.31,3650.15,Sold 1883.3363 DOGE,Sell,Gemini
2023-06-09,2023-06-29,ETH,2406.5492,29293.47,23133.18,6160.29,Sold 2406.5492 ETH,Sell,Crypto.com
2021-07-05,2022-04-20,DOGE,287.0613,7212.46,10418.63,-3206.17,Sold 287.0613 DOGE,Sell,Gemini
2022-01-02,2022-06-02,ETH,2699.2683,23223.73,13703.27,9520.46,Sold 2699.2683 ETH,Sell,MetaMask
2024-09-29,2025-05-17,SOL,3908.7539,38803.26,39092.34,-289.08,Sold 3908.7539 SOL,Sell,MetaMask
2024-06-10,2024-12-21,BTC,2458.7686,50116.77,43875.93,6240.84,Sold 2458.7686 BTC,Sell,Kraken
2020-11-22,2021-09-15,DOGE,1474.0308,24978.37,24368.98,609.39,Sold 1474.0308 DOGE,Sell,Binance
2024-11-16,2026-03-26,DOGE,3061.4898,47132.51,40072.3,7060.21,Sold 3061.4898 DOGE,Sell,Crypto.com
2021-02-16,2022-09-18,DOT,1767.7791,40143.27,30328.15,9815.12,Sold 1767.7791 DOT,Sell,Crypto.com
2024-11-19,2026-04-12,ETH,627.4988,33685.5,26698.95,6986.55,Sold 627.4988 ETH,Sell,MetaMask
2020-07-16,2020-09-18,BTC,3704.5037,-1457.79,833.93,-2291.72,Sold 3704.5037 BTC,Sell,Kraken
2021-10-08,2021-11-22,MATIC,2413.1541,5017.34,9077.09,-4059.75,Sold 2413.1541 MATIC,Sell,Binance
2021-10-11,2022-02-12,DOGE,2915.9801,39244.81,42462.19,-3217.38,Sold 2915.9801 DOGE,Sell,Binance
2022-01-14,2022-12-26,MATIC,3089.9745,8949.12,6869.13,2079.99,Sold 3089.9745 MATIC,Sell,Crypto.com
2024-06-13,2026-02-09,DOGE,997.0885,8308.17,12937.44,-4629.27,Sold 997.0885 DOGE,Sell,Coinbase
2020-08-15,2020-09-11,DOGE,1596.6648,46782.38,45830.71,951.67,Sold 1596.6648 DOGE,Sell,Kraken
2023-01-25,2024-03-20,MATIC,240.0996,40433.9,38158.58,2275.32,Sold 240.0996 MATIC,Sell,Kraken
2024-07-24,2025-04-19,LTC,4468.347,40512.5,36231.08,4281.42,Sold 4468.347 LTC,Sell,Kraken
2023-09-29,2024-11-29,DOT,175.5718,31667.4,23709.42,7957.98,Sold 175.5718 DOT,Sell,MetaMask
2024-04-07,2025-12-28,BTC,578.2729,38222.41,31831.75,6390.66,Sold 578.2729 BTC,Sell,Kraken
2024-05-13,2024-06-25,MATIC,1307.1095,11129.84,3580.17,7549.67,Sold 1307.1095 MATIC,Sell,Binance
2023-05-22,2024-10-19,MATIC,1238.7859,29706.42,31791.28,-2084.86,Sold 1238.7859 MATIC,Sell,Crypto.com
2021-12-01,2022-05-02,ETH,398.0687,31086.78,35368.04,-4281.26,Sold 398.0687 ETH,Sell,Crypto.com
2024-06-21,2026-03-25,ADA,273.536,5316.23,4224.42,1091.81,Sold 273.536 ADA,Sell,MetaMask
2021-04-14,2021-08-07,DOGE,3053.65,2710.71,3140.88,-430.17,Sold 3053.65 DOGE,Sell,Crypto.com
2021-12-28,2022-05-10,BTC,3565.9734,8697.98,7549.6,1148.38,Sold 3565.9734 BTC,Sell,MetaMask
2024-01-08,2024-03-02,BTC,2276.3951,20383.96,13229.82,7154.14,Sold 2276.3951 BTC,Sell,Crypto.com
2021-05-03,2021-08-03,SOL,4316.028,11663.56,9054.1,2609.46,Sold 4316.028 SOL,Sell,Coinbase
2022-04-28,2022-11-12,ETH,4920.7931,22519.67,14179.88,8339.79,Sold 4920.7931 ETH,Sell,Gemini
2020-12-09,2021-05-23,DOT,4262.8963,7320.01,9320.25,-2000.24,Sold 4262.8963 DOT,Sell,Binance
2023-12-23,2025-10-15,ETH,2307.3506,26523.23,23397.35,3125.88,Sold 2307.3506 ETH,Sell,Coinbase
2020-07-15,2021-03-20,DOT,1471.3554,14260.15,4554.41,9705.74,Sold 1471.3554 DOT,Sell,Binance
2020-10-21,2022-10-17,BTC,3441.3492,32970.54,35662.43,-2691.89,Sold 3441.3492 BTC,Sell,Crypto.com
2024-09-16,2026-03-19,SOL,1827.4038,24933.91,26491.46,-1557.55,Sold 1827.4038 SOL,Sell,Coinbase
2023-10-08,2025-04-04,MATIC,2758.4817,49225.66,40227.25,8998.41,Sold 2758.4817 MATIC,Sell,Binance
2023-07-31,2024-07-22,ETH,821.0035,42323.21,47257.55,-4934.34,Sold 821.0035 ETH,Sell,Kraken
2021-11-01,2022-03-29,BTC,2124.2363,46790.92,47006.55,-215.63,Sold 2124.2363 BTC,Sell,MetaMask
2024-08-27,2025-08-03,DOGE,4024.4324,46766.76,42350.24,4416.52,Sold 4024.4324 DOGE,Sell,Binance
2023-03-14,2023-07-23,MATIC,3723.2499,16047.96,18617.36,-2569.4,Sold 3723.2499 MATIC,Sell,Coinbase
2021-01-15,2022-08-16,DOGE,3054.417,25715.46,20028.15,5687.31,Sold 3054.417 DOGE,Sell,Kraken
2021-12-26,2022-04-08,ETH,1211.1423,30817.88,24863.06,5954.82,Sold 1211.1423 ETH,Sell,MetaMask
2022-04-22,2022-09-29,BTC,829.4086,45533.4,39290.14,6243.26,Sold 829.4086 BTC,Sell,Crypto.com
2020-09-11,2021-10-14,ETH,2311.6324,32299.47,22886.43,9413.04,Sold 2311.6324 ETH,Sell,Crypto.com
2024-11-14,2024-12-06,SOL,2888.5781,43510.14,42012.05,1498.09,Sold 2888.5781 SOL,Sell,Gemini
2020-05-03,2021-04-14,LTC,552.3362,51492.78,42902.43,8590.35,Sold 552.3362 LTC,Sell,MetaMask
2020-03-28,2021-04-02,ETH,2727.9673,13980.75,15852.4,-1871.65,Sold 2727.9673 ETH,Sell,MetaMask
2022-12-12,2023-11-11,ADA,2124.0389,22687.01,13833.92,8853.09,Sold 2124.0389 ADA,Sell,Crypto.com
2024-06-01,2024-08-24,ETH,1888.6249,28758.21,21343.53,7414.68,Sold 1888.6249 ETH,Sell,Crypto.com
2020-08-04,2021-08-30,ADA,1346.0613,36014.42,36976.66,-962.24,Sold 1346.0613 ADA,Sell,Binance
2021-10-28,2022-11-29,MATIC,3218.497,27500.61,30299.66,-2799.05,Sold 3218.497 MATIC,Sell,Crypto.com
2023-03-13,2023-08-16,DOGE,885.6197,36715.1,39638.92,-2923.82,Sold 885.6197 DOGE,Sell,Coinbase
2021-05-25,2021-07-23,DOGE,867.5589,15885.71,16453.45,-567.74,Sold 867.5589 DOGE,Sell,Coinbase
2022-02-24,2022-10-24,BTC,3035.6808,29457.47,24959.43,4498.04,Sold 3035.6808 BTC,Sell,MetaMask
2022-02-16,2023-10-19,MATIC,1803.0151,21442.55,20062.12,1380.43,Sold 1803.0151 MATIC,Sell,Crypto.com
2022-07-15,2022-12-14,DOGE,4809.9474,10746.47,9492.38,1254.09,Sold 4809.9474 DOGE,Sell,Gemini
2020-03-25,2022-02-05,DOGE,3086.3646,36304.57,36258.88,45.69,Sold 3086.3646 DOGE,Sell,MetaMask
2021-07-29,2022-07-15,BTC,2520.42,27231.39,25753.23,1478.16,Sold 2520.42 BTC,Sell,Coinbase
2022-08-03,2023-02-01,ETH,2043.9174,37746.25,41297.96,-3551.71,Sold 2043.9174 ETH,Sell,Kraken
2024-09-03,2026-03-23,DOGE,2831.1,14845.58,13137.07,1708.51,Sold 2831.1 DOGE,Sell,Kraken
2021-08-17,2021-12-17,ETH,3823.6588,8073.33,1573.78,6499.55,Sold 3823.6588 ETH,Sell,Kraken
2023-03-01,2024-03-03,BTC,1598.5662,41587.4,45027.84,-3440.44,Sold 1598.5662 BTC,Sell,MetaMask
2022-02-18,2022-06-19,SOL,3780.2182,33861.11,28768.05,5093.06,Sold 3780.2182 SOL,Sell,Gemini
2023-12-07,2025-03-21,MATIC,214.9386,33564.0,27709.14,5854.86,Sold 214.9386 MATIC,Sell,MetaMask
2023-10-03,2024-11-30,SOL,1646.7377,48409.78,49290.04,-880.26,Sold 1646.7377 SOL,Sell,MetaMask
2020-02-14,2020-03-18,DOGE,3707.6503,47218.4,38294.56,8923.84,Sold 3707.6503 DOGE,Sell,Kraken
2022-03-09,2022-09-01,LTC,1370.4497,1067.01,5656.96,-4589.95,Sold 1370.4497 LTC,Sell,Coinbase
2023-08-22,2025-04-13,BTC,4443.4856,38887.7,43355.92,-4468.22,Sold 4443.4856 BTC,Sell,Crypto.com
2024-11-07,2025-11-05,SOL,2793.8258,45038.68,42389.99,2648.69,Sold 2793.8258 SOL,Sell,Coinbase
2020-01-27,2021-11-22,MATIC,126.4088,9630.93,1282.72,8348.21,Sold 126.4088 MATIC,Sell,MetaMask
2023-01-15,2024-02-04,LTC,1377.662,20632.02,16926.62,3705.4,Sold 1377.662 LTC,Sell,Kraken
2021-09-10,2023-03-31,ADA,414.5319,32359.69,27733.14,4626.55,Sold 414.5319 ADA,Sell,MetaMask
2020-12-03,2022-09-07,BTC,2898.2951,38814.27,29701.66,9112.61,Sold 2898.2951 BTC,Sell,Gemini
2024-08-18,2026-07-27,BTC,1468.6588,32403.99,31683.71,720.28,Sold 1468.6588 BTC,Sell,Gemini
2024-03-21,2025-07-20,DOT,4765.0179,6043.68,2356.59,3687.09,Sold 4765.0179 DOT,Sell,Binance
2020-04-22,2021-12-01,SOL,2910.6025,49295.04,49876.5,-581.46,Sold 2910.6025 SOL,Sell,Gemini
2020-03-25,2021-01-21,SOL,2167.0869,22751.81,16040.35,6711.46,Sold 2167.0869 SOL,Sell,Kraken
2022-07-02,2023-05-01,DOT,4091.3754,3481.53,679.08,2802.45,Sold 4091.3754 DOT,Sell,Coinbase
2021-10-23,2023-10-23,ETH,202.9714,13792.83,18593.85,-4801.02,Sold 202.9714 ETH,Sell,Binance
2022-05-15,2023-12-31,BTC,1356.4317,43339.47,39187.83,4151.64,Sold 1356.4317 BTC,Sell,Binance
2021-03-23,2022-07-30,LTC,2130.9532,45073.26,41998.44,3074.82,Sold 2130.9532 LTC,Sell,Crypto.com
2021-07-02,2021-09-11,SOL,521.9542,23539.62,20175.86,3363.76,Sold 521.9542 SOL,Sell,Crypto.com
2024-01-01,2024-10-17,ADA,3317.9956,8212.27,1929.7,6282.57,Sold 3317.9956 ADA,Sell,Coinbase
2023-09-21,2023-11-21,LTC,3847.1982,25440.91,18199.84,7241.07,Sold 3847.1982 LTC,Sell,Binance
2024-11-22,2026-03-04,BTC,2479.3326,33502.48,34171.31,-668.83,Sold 2479.3326 BTC,Sell,Crypto.com
2021-03-15,2022-12-17,DOT,4900.3927,22094.77,13393.39,8701.38,Sold 4900.3927 DOT,Sell,Binance
2024-06-21,2024-10-07,BTC,1221.5568,54709.81,47169.87,7539.94,Sold 1221.5568 BTC,Sell,Kraken
2021-07-18,2022-01-23,SOL,4191.6556,49086.37,42986.04,6100.33,Sold 4191.6556 SOL,Sell,Crypto.com
2024-05-16,2025-05-11,MATIC,4695.4112,22987.25,22856.8,130.45,Sold 4695.4112 MATIC,Sell,MetaMask
2023-11-10,2023-12-09,MATIC,4435.4068,21419.54,16766.01,4653.53,Sold 4435.4068 MATIC,Sell,Kraken
2022-05-19,2023-05-14,BTC,1436.3385,36174.98,33935.53,2239.45,Sold 1436.3385 BTC,Sell,Kraken
2022-09-21,2024-07-27,MATIC,3845.9644,11168.64,11106.29,62.35,Sold 3845.9644 MATIC,Sell,Gemini
2024-10-03,2025-04-30,DOGE,4683.0335,10676.05,7371.58,3304.47,Sold 4683.0335 DOGE,Sell,Binance
2024-11-16,2025-10-13,ETH,566.8271,33854.19,36404.18,-2549.99,Sold 566.8271 ETH,Sell,Crypto.com
2024-07-20,2026-01-26,DOGE,4257.3811,10317.64,15261.78,-4944.14,Sold 4257.3811 DOGE,Sell,Binance
2020-02-13,2021-03-04,DOT,362.1826,9067.6,12801.84,-3734.24,Sold 362.1826 DOT,Sell,Crypto.com
2022-02-16,2022-10-17,MATIC,2260.3337,32520.07,30200.66,2319.41,Sold 2260.3337 MATIC,Sell,Kraken
2020-11-10,2022-03-27,LTC,1546.8585,43327.0,40120.15,3206.85,Sold 1546.8585 LTC,Sell,Crypto.com
2020-11-27,2020-12-26,SOL,4867.3058,20091.25,11124.98,8966.27,Sold 4867.3058 SOL,Sell,Coinbase
2020-03-14,2020-08-08,DOT,303.5812,25781.15,25161.68,619.47,Sold 303.5812 DOT,Sell,Binance
2023-03-15,2023-09-23,SOL,3481.4319,13817.18,17224.43,-3407.25,Sold 3481.4319 SOL,Sell,Gemini
2022-05-25,2023-07-22,BTC,1073.884,46773.27,46218.86,554.41,Sold 1073.884 BTC,Sell,MetaMask
2022-02-12,2022-10-23,BTC,4181.0278,25658.11,18871.02,6787.09,Sold 4181.0278 BTC,Sell,Coinbase
2020-12-12,2021-05-19,ETH,351.2363,28498.43,22216.46,6281.97,Sold 351.2363 ETH,Sell,Kraken
2021-11-03,2022-08-05,DOT,2622.3806,31855.27,36429.92,-4574.65,Sold 2622.3806 DOT,Sell,MetaMask
2022-09-28,2023-06-18,DOT,92.2548,46617.27,46838.47,-221.2,Sold 92.2548 DOT,Sell,Gemini
2023-12-08,2025-06-04,LTC,453.1824,41969.96,36800.73,5169.23,Sold 453.1824 LTC,Sell,Crypto.com
2021-04-22,2022-12-10,ADA,733.3752,34107.95,28186.01,5921.94,Sold 733.3752 ADA,Sell,Coinbase
2022-03-08,2022-05-24,BTC,867.8266,48612.53,42102.71,6509.82,Sold 867.8266 BTC,Sell,Gemini
2023-03-21,2024-09-04,BTC,4779.1923,17781.38,17424.81,356.57,Sold 4779.1923 BTC,Sell,Coinbase
2021-09-17,2022-03-22,ADA,936.4313,44664.68,39584.01,5080.67,Sold 936.4313 ADA,Sell,Binance
2023-06-07,2024-08-01,SOL,2582.9394,11300.14,10954.07,346.07,Sold 2582.9394 SOL,Sell,MetaMask
2024-01-06,2024-02-13,ETH,1996.8796,24113.3,27454.43,-3341.13,Sold 1996.8796 ETH,Sell,Binance
2024-09-27,2025-12-19,SOL,888.5614,54447.5,49703.73,4743.77,Sold 888.5614 SOL,Sell,Binance
2022-01-24,2023-11-01,DOT,2516.6348,39405.2,41552.41,-2147.21,Sold 2516.6348 DOT,Sell,Crypto.com
2020-07-18,2021-10-15,BTC,73.3013,54828.99,44886.62,9942.37,Sold 73.3013 BTC,Sell,Coinbase
2022-05-19,2022-10-21,ETH,4944.1554,2276.87,1019.96,1256.91,Sold 4944.1554 ETH,Sell,Gemini
2022-04-09,2022-09-14,ADA,2921.8635,11892.26,6057.77,5834.49,Sold 2921.8635 ADA,Sell,Binance
2021-12-27,2022-01-12,BTC,2189.1806,9300.15,732.96,8567.19,Sold 2189.1806 BTC,Sell,Kraken
2023-04-20,2024-10-18,LTC,1396.973,10847.55,3835.11,7012.44,Sold 1396.973 LTC,Sell,Gemini
2020-05-30,2022-02-28,DOGE,3324.0156,37611.96,38399.29,-787.33,Sold 3324.0156 DOGE,Sell,Coinbase
2021-10-31,2023-03-27,MATIC,4467.1913,21538.73,14806.74,6731.99,Sold 4467.1913 MATIC,Sell,Kraken
2021-09-09,2022-09-29,ADA,244.3644,20578.25,20672.74,-94.49,Sold 244.3644 ADA,Sell,Kraken
2024-06-06,2026-03-18,ETH,4103.9435,27609.4,30673.79,-3064.39,Sold 4103.9435 ETH,Sell,Binance
2022-12-11,2023-11-03,LTC,1052.2075,20296.13,18374.56,1921.57,Sold 1052.2075 LTC,Sell,Kraken
2024-04-23,2024-10-11,DOT,571.1776,28785.89,32577.42,-3791.53,Sold 571.1776 DOT,Sell,Gemini
2021-04-27,2022-04-17,DOT,3960.2481,47998.19,47431.62,566.57,Sold 3960.2481 DOT,Sell,Kraken
2021-04-29,2021-11-16,ADA,3236.9153,21058.57,15556.59,5501.98,Sold 3236.9153 ADA,Sell,Binance
2021-09-30,2022-04-14,BTC,4960.0499,12356.58,10135.24,2221.34,Sold 4960.0499 BTC,Sell,Gemini
2020-12-14,2022-08-06,ADA,4198.5905,25718.13,21998.68,3719.45,Sold 4198.5905 ADA,Sell,Coinbase
